bioguide,name,birthday,chamber,start,end,state,seat
S000823,Foster Stearns,1881-07-29,rep,1939-01-03,1941-01-03,NH,2
S000823,Foster Stearns,1881-07-29,rep,1941-01-03,1943-01-03,NH,2
S000823,Foster Stearns,1881-07-29,rep,1943-01-06,1945-01-03,NH,2
S000901,Arthur Stewart,1892-01-11,sen,1939-01-03,1943-01-03,TN,2
S000901,Arthur Stewart,1892-01-11,sen,1943-01-06,1949-01-03,TN,2
S001058,Maurice Sullivan,1884-12-07,rep,1943-01-06,1945-01-03,NV,0
T000172,John Thomas,1874-01-04,sen,1928-06-30,1933-03-03,ID,3
T000172,John Thomas,1874-01-04,sen,1940-01-27,1943-01-03,ID,2
T000172,John Thomas,1874-01-04,sen,1943-01-06,1945-11-10,ID,2
T000358,Allen Treadway,1867-09-16,rep,1913-04-07,1915-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1915-12-06,1917-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1917-04-02,1919-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1919-05-19,1921-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1921-04-11,1923-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1923-12-03,1925-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1925-12-07,1927-03-04,MA,1
T000358,Allen Treadway,1867-09-16,rep,1927-12-05,1929-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1929-04-15,1931-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1931-12-07,1933-03-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1933-03-09,1935-01-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1935-01-03,1937-01-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1937-01-05,1939-01-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1939-01-03,1941-01-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1941-01-03,1943-01-03,MA,1
T000358,Allen Treadway,1867-09-16,rep,1943-01-06,1945-01-03,MA,1
T000384,William Troutman,1905-01-13,rep,1943-01-06,1945-01-03,PA,0
V000100,Beverly Vincent,1890-03-28,rep,1937-01-05,1939-01-03,KY,2
V000100,Beverly Vincent,1890-03-28,rep,1939-01-03,1941-01-03,KY,2
V000100,Beverly Vincent,1890-03-28,rep,1941-01-03,1943-01-03,KY,2
V000100,Beverly Vincent,1890-03-28,rep,1943-01-06,1945-01-03,KY,2
W000096,Arthur Walsh,1896-02-26,sen,1943-11-26,1944-12-07,NJ,1
W000130,David Ward,1871-09-17,rep,1939-01-03,1941-01-03,MD,1
W000130,David Ward,1871-09-17,rep,1941-01-03,1943-01-03,MD,1
W000130,David Ward,1871-09-17,rep,1943-01-06,1945-01-03,MD,1
W000294,Elmer Wene,1892-05-01,rep,1937-01-05,1939-01-03,NJ,2
W000294,Elmer Wene,1892-05-01,rep,1941-01-03,1943-01-03,NJ,2
W000294,Elmer Wene,1892-05-01,rep,1943-01-06,1945-01-03,NJ,2
W000327,William Wheat,1879-02-19,rep,1939-01-03,1941-01-03,IL,19
W000327,William Wheat,1879-02-19,rep,1941-01-03,1943-01-03,IL,19
W000327,William Wheat,1879-02-19,rep,1943-01-06,1945-01-03,IL,19
W000343,Benjamin Whelchel,1895-12-16,rep,1935-01-03,1937-01-03,GA,9
W000343,Benjamin Whelchel,1895-12-16,rep,1937-01-05,1939-01-03,GA,9
W000343,Benjamin Whelchel,1895-12-16,rep,1939-01-03,1941-01-03,GA,9
W000343,Benjamin Whelchel,1895-12-16,rep,1941-01-03,1943-01-03,GA,9
W000343,Benjamin Whelchel,1895-12-16,rep,1943-01-06,1945-01-03,GA,9
W000396,Wallace White,1877-08-06,rep,1917-04-02,1919-03-03,ME,2
W000396,Wallace White,1877-08-06,rep,1919-05-19,1921-03-03,ME,2
W000396,Wallace White,1877-08-06,rep,1921-04-11,1923-03-03,ME,2
W000396,Wallace White,1877-08-06,rep,1923-12-03,1925-03-03,ME,2
W000396,Wallace White,1877-08-06,rep,1925-12-07,1927-03-04,ME,2
W000396,Wallace White,1877-08-06,rep,1927-12-05,1929-03-03,ME,2
W000396,Wallace White,1877-08-06,rep,1929-04-15,1931-03-03,ME,2
W000396,Wallace White,1877-08-06,sen,1931-12-07,1937-01-03,ME,2
W000396,Wallace White,1877-08-06,sen,1937-01-05,1943-01-03,ME,2
W000396,Wallace White,1877-08-06,sen,1943-01-06,1949-01-03,ME,2
W000483,Earle Willey,1889-07-21,rep,1943-01-06,1945-01-03,DE,0
W000581,George Wilson,1884-04-01,sen,1943-01-06,1949-01-03,IA,2
W000762,James Wright,1902-08-11,rep,1941-01-03,1943-01-03,PA,34
W000762,James Wright,1902-08-11,rep,1943-01-06,1945-01-03,PA,32
H000080,Wilton Hall,1901-03-11,sen,1944-11-20,1945-01-03,SC,3
J000026,Samuel Jackson,1895-05-28,sen,1944-01-28,1944-11-13,IN,3
W000248,Sinclair Weeks,1893-06-15,sen,1944-02-08,1944-12-19,MA,2
A000046,Sherman Adams,1899-01-08,rep,1945-01-03,1947-01-03,NH,2
B000086,Harry Baldwin,1894-08-21,rep,1943-01-06,1945-01-03,MD,2
B000086,Harry Baldwin,1894-08-21,rep,1945-01-03,1947-01-03,MD,2
B000093,Joseph Baldwin,1897-01-11,rep,1941-01-03,1943-01-03,NY,17
B000093,Joseph Baldwin,1897-01-11,rep,1943-01-06,1945-01-03,NY,17
B000093,Joseph Baldwin,1897-01-11,rep,1945-01-03,1947-01-03,NY,17
B000191,William Barry,1902-07-21,rep,1935-01-03,1937-01-03,NY,2
B000191,William Barry,1902-07-21,rep,1937-01-05,1939-01-03,NY,2
B000191,William Barry,1902-07-21,rep,1939-01-03,1941-01-03,NY,2
B000191,William Barry,1902-07-21,rep,1941-01-03,1943-01-03,NY,2
B000191,William Barry,1902-07-21,rep,1943-01-06,1945-01-03,NY,2
B000191,William Barry,1902-07-21,rep,1945-01-03,1947-01-03,NY,4
B000367,Augustus Bennet,1897-10-07,rep,1945-01-03,1947-01-03,NY,29
B000640,Lyle Boren,1909-05-11,rep,1937-01-05,1939-01-03,OK,4
B000640,Lyle Boren,1909-05-11,rep,1939-01-03,1941-01-03,OK,4
B000640,Lyle Boren,1909-05-11,rep,1941-01-03,1943-01-03,OK,4
B000640,Lyle Boren,1909-05-11,rep,1943-01-06,1945-01-03,OK,4
B000640,Lyle Boren,1909-05-11,rep,1945-01-03,1947-01-03,OK,4
B000743,Michael Bradley,1897-05-24,rep,1937-01-05,1939-01-03,PA,3
B000743,Michael Bradley,1897-05-24,rep,1939-01-03,1941-01-03,PA,3
B000743,Michael Bradley,1897-05-24,rep,1941-01-03,1943-01-03,PA,3
B000743,Michael Bradley,1897-05-24,rep,1943-01-06,1945-01-03,PA,3
B000743,Michael Bradley,1897-05-24,rep,1945-01-03,1947-01-03,PA,3
B000828,Frank Briggs,1894-02-25,sen,1945-01-18,1947-01-03,MO,1
B000976,David Brumbaugh,1894-10-08,rep,1943-01-06,1945-01-03,PA,23
B000976,David Brumbaugh,1894-10-08,rep,1945-01-03,1947-01-03,PA,22
B001061,Berkeley Bunker,1906-08-12,sen,1940-11-27,1941-01-03,NV,1
B001061,Berkeley Bunker,1906-08-12,sen,1941-01-03,1942-12-06,NV,1
B001061,Berkeley Bunker,1906-08-12,rep,1945-01-03,1947-01-03,NV,0
B001084,William Burgin,1877-07-28,rep,1939-01-03,1941-01-03,NC,8
B001084,William Burgin,1877-07-28,rep,1941-01-03,1943-01-03,NC,8
B001084,William Burgin,1877-07-28,rep,1943-01-06,1945-01-03,NC,8
B001084,William Burgin,1877-07-28,rep,1945-01-03,1947-01-03,NC,8
C000085,Howard Campbell,1890-01-04,rep,1945-01-03,1947-01-03,PA,29
C000115,Arthur Cannon,1904-05-22,rep,1939-01-03,1941-01-03,FL,4
C000115,Arthur Cannon,1904-05-22,rep,1941-01-03,1943-01-03,FL,4
C000115,Arthur Cannon,1904-05-22,rep,1943-01-06,1945-01-03,FL,4
C000115,Arthur Cannon,1904-05-22,rep,1945-01-03,1947-01-03,FL,4
C000211,Edward Carville,1885-05-14,sen,1945-07-25,1947-01-03,NV,1
C000565,John Cochran,1880-08-11,rep,1926-11-02,1927-03-04,MO,11
C000565,John Cochran,1880-08-11,rep,1927-12-05,1929-03-03,MO,11
C000565,John Cochran,1880-08-11,rep,1929-04-15,1931-03-03,MO,11
C000565,John Cochran,1880-08-11,rep,1931-12-07,1933-03-03,MO,11
C000565,John Cochran,1880-08-11,rep,1933-03-09,1935-01-03,MO,0
C000565,John Cochran,1880-08-11,rep,1935-01-03,1937-01-03,MO,13
C000565,John Cochran,1880-08-11,rep,1937-01-05,1939-01-03,MO,13
C000565,John Cochran,1880-08-11,rep,1939-01-03,1941-01-03,MO,13
C000565,John Cochran,1880-08-11,rep,1941-01-03,1943-01-03,MO,13
C000565,John Cochran,1880-08-11,rep,1943-01-06,1945-01-03,MO,13
C000565,John Cochran,1880-08-11,rep,1945-01-03,1947-01-03,MO,13
C000584,John Coffee,1897-01-23,rep,1937-01-05,1939-01-03,WA,6
C000584,John Coffee,1897-01-23,rep,1939-01-03,1941-01-03,WA,6
C000584,John Coffee,1897-01-23,rep,1941-01-03,1943-01-03,WA,6
C000584,John Coffee,1897-01-23,rep,1943-01-06,1945-01-03,WA,6
C000584,John Coffee,1897-01-23,rep,1945-01-03,1947-01-03,WA,6
C000996,James Curley,1874-11-20,rep,1911-04-04,1913-03-03,MA,10
C000996,James Curley,1874-11-20,rep,1913-04-07,1915-03-03,MA,12
C000996,James Curley,1874-11-20,rep,1943-01-06,1945-01-03,MA,11
C000996,James Curley,1874-11-20,rep,1945-01-03,1947-01-03,MA,11
D000067,Ralph Daughton,1885-09-23,rep,1943-01-06,1945-01-03,VA,2
D000067,Ralph Daughton,1885-09-23,rep,1945-01-03,1947-01-03,VA,2
D000206,Emerson De Lacy,1910-05-09,rep,1945-01-03,1947-01-03,WA,1
D000335,Samuel Dickstein,1885-02-05,rep,1923-12-03,1925-03-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1925-12-07,1927-03-04,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1927-12-05,1929-03-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1929-04-15,1931-03-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1931-12-07,1933-03-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1933-03-09,1935-01-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1935-01-03,1937-01-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1937-01-05,1939-01-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1939-01-03,1941-01-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1941-01-03,1943-01-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1943-01-06,1945-01-03,NY,12
D000335,Samuel Dickstein,1885-02-05,rep,1945-01-03,1947-01-03,NY,19
D000414,Forrest Donnell,1884-08-20,sen,1945-01-03,1951-01-03,MO,3
D000452,Emily Douglas,1899-04-10,rep,1945-01-03,1947-01-03,IL,0
D000469,Sheridan Downey,1884-03-11,sen,1939-01-03,1945-01-03,CA,3
D000469,Sheridan Downey,1884-03-11,sen,1945-01-03,1950-11-30,CA,3
E000016,Harold Earthman,1900-04-13,rep,1945-01-03,1947-01-03,TN,5
E000210,Joseph Ervin,1901-03-03,rep,1945-01-03,1947-01-03,NC,10
G000019,William Gallagher,1875-05-13,rep,1945-01-03,1947-01-03,MN,3
G000051,Edward Gardner,1898-08-07,rep,1945-01-03,1947-01-03,OH,3
G000117,James Geelan,1901-08-11,rep,1945-01-03,1947-01-03,CT,3
G000163,John Gibson,1893-01-03,rep,1941-01-03,1943-01-03,GA,8
G000163,John Gibson,1893-01-03,rep,1943-01-06,1945-01-03,GA,8
G000163,John Gibson,1893-01-03,rep,1945-01-03,1947-01-03,GA,8
G000194,Dean Gillespie,1884-05-03,rep,1943-01-06,1945-01-03,CO,1
G000194,Dean Gillespie,1884-05-03,rep,1945-01-03,1947-01-03,CO,1
G000337,Charles Gossett,1888-09-02,sen,1945-11-17,1946-11-05,ID,2
G000532,John Gurney,1896-05-21,sen,1939-01-03,1945-01-03,SD,3
G000532,John Gurney,1896-05-21,sen,1945-01-03,1951-01-03,SD,3
H000146,Clarence Hancock,1885-02-13,rep,1927-12-05,1929-03-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1929-04-15,1931-03-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1931-12-07,1933-03-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1933-03-09,1935-01-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1935-01-03,1937-01-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1937-01-05,1939-01-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1939-01-03,1941-01-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1941-01-03,1943-01-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1943-01-06,1945-01-03,NY,35
H000146,Clarence Hancock,1885-02-13,rep,1945-01-03,1947-01-03,NY,36
H000200,Butler Hare,1875-11-25,rep,1925-12-07,1927-03-04,SC,2
H000200,Butler Hare,1875-11-25,rep,1927-12-05,1929-03-03,SC,2
H000200,Butler Hare,1875-11-25,rep,1929-04-15,1931-03-03,SC,2
H000200,Butler Hare,1875-11-25,rep,1931-12-07,1933-03-03,SC,2
H000200,Butler Hare,1875-11-25,rep,1939-01-03,1941-01-03,SC,3
H000200,Butler Hare,1875-11-25,rep,1941-01-03,1943-01-03,SC,3
H000200,Butler Hare,1875-11-25,rep,1943-01-06,1945-01-03,SC,3
H000200,Butler Hare,1875-11-25,rep,1945-01-03,1947-01-03,SC,3
H000293,Thomas Hart,1877-06-12,sen,1945-02-15,1946-11-05,CT,1
H000426,Ned Healy,1905-08-09,rep,1945-01-03,1947-01-03,CA,13
H000450,James Heidinger,1882-07-17,rep,1941-01-03,1943-01-03,IL,24
H000450,James Heidinger,1882-07-17,rep,1943-01-06,1945-01-03,IL,24
H000450,James Heidinger,1882-07-17,rep,1945-01-03,1947-01-03,IL,24
H000515,Robert Henry,1890-02-09,rep,1945-01-03,1947-01-03,WI,2
H000668,Daniel Hoch,1866-01-31,rep,1943-01-06,1945-01-03,PA,14
H000668,Daniel Hoch,1866-01-31,rep,1945-01-03,1947-01-03,PA,13
H000682,Carl Hoffman,1896-08-12,rep,1945-01-03,1947-01-03,PA,23
H000741,Pehr Holmes,1881-04-09,rep,1931-12-07,1933-03-03,MA,4
H000741,Pehr Holmes,1881-04-09,rep,1933-03-09,1935-01-03,MA,4
H000741,Pehr Holmes,1881-04-09,rep,1935-01-03,1937-01-03,MA,4
H000741,Pehr Holmes,1881-04-09,rep,1937-01-05,1939-01-03,MA,4
H000741,Pehr Holmes,1881-04-09,rep,1939-01-03,1941-01-03,MA,4
H000741,Pehr Holmes,1881-04-09,rep,1941-01-03,1943-01-03,MA,4
H000741,Pehr Holmes,1881-04-09,rep,1943-01-06,1945-01-03,MA,4
H000741,Pehr Holmes,1881-04-09,rep,1945-01-03,1947-01-03,MA,4
H000757,Frank Hook,1893-05-26,rep,1935-01-03,1937-01-03,MI,12
H000757,Frank Hook,1893-05-26,rep,1937-01-05,1939-01-03,MI,12
H000757,Frank Hook,1893-05-26,rep,1939-01-03,1941-01-03,MI,12
H000757,Frank Hook,1893-05-26,rep,1941-01-03,1943-01-03,MI,12
H000757,Frank Hook,1893-05-26,rep,1945-01-03,1947-01-03,MI,12
H000913,James Huffman,1894-09-13,sen,1945-10-08,1946-11-05,OH,1
I000052,Edouard Izac,1891-12-18,rep,1937-01-05,1939-01-03,CA,20
I000052,Edouard Izac,1891-12-18,rep,1939-01-03,1941-01-03,CA,20
I000052,Edouard Izac,1891-12-18,rep,1941-01-03,1943-01-03,CA,20
I000052,Edouard Izac,1891-12-18,rep,1943-01-06,1945-01-03,CA,23
I000052,Edouard Izac,1891-12-18,rep,1945-01-03,1947-01-03,CA,23
J000150,Jed Johnson,1888-07-31,rep,1927-12-05,1929-03-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1929-04-15,1931-03-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1931-12-07,1933-03-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1933-03-09,1935-01-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1935-01-03,1937-01-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1937-01-05,1939-01-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1939-01-03,1941-01-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1941-01-03,1943-01-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1943-01-06,1945-01-03,OK,6
J000150,Jed Johnson,1888-07-31,rep,1945-01-03,1947-01-03,OK,6
J000159,Luther Johnson,1875-10-29,rep,1923-12-03,1925-03-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1925-12-07,1927-03-04,TX,6
J000159,Luther Johnson,1875-10-29,rep,1927-12-05,1929-03-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1929-04-15,1931-03-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1931-12-07,1933-03-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1933-03-09,1935-01-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1935-01-03,1937-01-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1937-01-05,1939-01-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1939-01-03,1941-01-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1941-01-03,1943-01-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1943-01-06,1945-01-03,TX,6
J000159,Luther Johnson,1875-10-29,rep,1945-01-03,1946-07-17,TX,6
K000071,Edward Kelly,1892-04-03,rep,1931-12-07,1933-03-03,IL,3
K000071,Edward Kelly,1892-04-03,rep,1933-03-09,1935-01-03,IL,3
K000071,Edward Kelly,1892-04-03,rep,1935-01-03,1937-01-03,IL,3
K000071,Edward Kelly,1892-04-03,rep,1937-01-05,1939-01-03,IL,3
K000071,Edward Kelly,1892-04-03,rep,1939-01-03,1941-01-03,IL,3
K000071,Edward Kelly,1892-04-03,rep,1941-01-03,1943-01-03,IL,3
K000071,Edward Kelly,1892-04-03,rep,1945-01-03,1947-01-03,IL,3
K000231,John Kinzer,1874-03-28,rep,1929-04-15,1931-03-03,PA,10
K000231,John Kinzer,1874-03-28,rep,1931-12-07,1933-03-03,PA,10
K000231,John Kinzer,1874-03-28,rep,1933-03-09,1935-01-03,PA,10
K000231,John Kinzer,1874-03-28,rep,1935-01-03,1937-01-03,PA,10
K000231,John Kinzer,1874-03-28,rep,1937-01-05,1939-01-03,PA,10
K000231,John Kinzer,1874-03-28,rep,1939-01-03,1941-01-03,PA,10
K000231,John Kinzer,1874-03-28,rep,1941-01-03,1943-01-03,PA,10
K000231,John Kinzer,1874-03-28,rep,1943-01-06,1945-01-03,PA,10
K000231,John Kinzer,1874-03-28,rep,1945-01-03,1947-01-03,PA,9
K000315,Herman Kopplemann,1880-05-01,rep,1933-03-09,1935-01-03,CT,1
K000315,Herman Kopplemann,1880-05-01,rep,1935-01-03,1937-01-03,CT,1
K000315,Herman Kopplemann,1880-05-01,rep,1937-01-05,1939-01-03,CT,1
K000315,Herman Kopplemann,1880-05-01,rep,1941-01-03,1943-01-03,CT,1
K000315,Herman Kopplemann,1880-05-01,rep,1945-01-03,1947-01-03,CT,1
L000003,Charles La Follette,1898-02-27,rep,1943-01-06,1945-01-03,IN,8
L000003,Charles La Follette,1898-02-27,rep,1945-01-03,1947-01-03,IN,8
L000076,Fritz Lanham,1880-01-03,rep,1919-05-19,1921-03-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1921-04-11,1923-03-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1923-12-03,1925-03-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1925-12-07,1927-03-04,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1927-12-05,1929-03-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1929-04-15,1931-03-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1931-12-07,1933-03-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1933-03-09,1935-01-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1935-01-03,1937-01-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1937-01-05,1939-01-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1939-01-03,1941-01-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1941-01-03,1943-01-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1943-01-06,1945-01-03,TX,12
L000076,Fritz Lanham,1880-01-03,rep,1945-01-03,1947-01-03,TX,12
L000334,William Link,1884-02-12,rep,1945-01-03,1947-01-03,IL,7
L000493,Scott Lucas,1892-02-19,rep,1935-01-03,1937-01-03,IL,20
L000493,Scott Lucas,1892-02-19,rep,1937-01-05,1939-01-03,IL,20
L000493,Scott Lucas,1892-02-19,sen,1939-01-03,1945-01-03,IL,3
L000493,Scott Lucas,1892-02-19,sen,1945-01-03,1951-01-03,IL,3
L000497,Clare Luce,1903-03-10,rep,1943-01-06,1945-01-03,CT,4
L000497,Clare Luce,1903-03-10,rep,1945-01-03,1947-01-03,CT,4
M000091,Paul Maloney,1876-02-14,rep,1931-12-07,1933-03-03,LA,2
M000091,Paul Maloney,1876-02-14,rep,1933-03-09,1935-01-03,LA,2
M000091,Paul Maloney,1876-02-14,rep,1935-01-03,1937-01-03,LA,2
M000091,Paul Maloney,1876-02-14,rep,1937-01-05,1939-01-03,LA,2
M000091,Paul Maloney,1876-02-14,rep,1939-01-03,1941-01-03,LA,2
M000091,Paul Maloney,1876-02-14,rep,1943-01-06,1945-01-03,LA,2
M000091,Paul Maloney,1876-02-14,rep,1945-01-03,1947-01-03,LA,2
M000097,Helen Mankin,1896-09-11,rep,1945-01-03,1947-01-03,GA,5
M000272,Andrew May,1875-06-24,rep,1931-12-07,1933-03-03,KY,10
M000272,Andrew May,1875-06-24,rep,1933-03-09,1935-01-03,KY,0
M000272,Andrew May,1875-06-24,rep,1935-01-03,1937-01-03,KY,7
M000272,Andrew May,1875-06-24,rep,1937-01-05,1939-01-03,KY,7
M000272,Andrew May,1875-06-24,rep,1939-01-03,1941-01-03,KY,7
M000272,Andrew May,1875-06-24,rep,1941-01-03,1943-01-03,KY,7
M000272,Andrew May,1875-06-24,rep,1943-01-06,1945-01-03,KY,7
M000272,Andrew May,1875-06-24,rep,1945-01-03,1947-01-03,KY,7
M000446,Daniel McGehee,1883-09-10,rep,1935-01-03,1937-01-03,MS,7
M000446,Daniel McGehee,1883-09-10,rep,1937-01-05,1939-01-03,MS,7
M000446,Daniel McGehee,1883-09-10,rep,1939-01-03,1941-01-03,MS,7
M000446,Daniel McGehee,1883-09-10,rep,1941-01-03,1943-01-03,MS,7
M000446,Daniel McGehee,1883-09-10,rep,1943-01-06,1945-01-03,MS,7
M000446,Daniel McGehee,1883-09-10,rep,1945-01-03,1947-01-03,MS,7
M000451,Herbert McGlinchey,1904-11-07,rep,1945-01-03,1947-01-03,PA,6
M000504,Charles McKenzie,1896-10-03,rep,1943-01-06,1945-01-03,LA,5
M000504,Charles McKenzie,1896-10-03,rep,1945-01-03,1947-01-03,LA,5
M001029,John Moses,1885-06-12,sen,1945-01-03,1945-03-03,ND,3
M001040,James Mott,1883-11-12,rep,1933-03-09,1935-01-03,OR,1
M001040,James Mott,1883-11-12,rep,1935-01-03,1937-01-03,OR,1
M001040,James Mott,1883-11-12,rep,1937-01-05,1939-01-03,OR,1
M001040,James Mott,1883-11-12,rep,1939-01-03,1941-01-03,OR,1
M001040,James Mott,1883-11-12,rep,1941-01-03,1943-01-03,OR,1
M001040,James Mott,1883-11-12,rep,1943-01-06,1945-01-03,OR,1
M001040,James Mott,1883-11-12,rep,1945-01-03,1947-01-03,OR,1
M001099,John Murphy,1902-04-26,rep,1943-01-06,1945-01-03,PA,11
M001099,John Murphy,1902-04-26,rep,1945-01-03,1946-07-17,PA,10
M001127,Francis Myers,1901-12-18,rep,1939-01-03,1941-01-03,PA,6
M001127,Francis Myers,1901-12-18,rep,1941-01-03,1943-01-03,PA,6
M001127,Francis Myers,1901-12-18,rep,1943-01-06,1945-01-03,PA,6
M001127,Francis Myers,1901-12-18,sen,1945-01-03,1951-01-03,PA,3
O000029,James O’Connor,1878-05-07,rep,1937-01-05,1939-01-03,MT,2
O000029,James O’Connor,1878-05-07,rep,1939-01-03,1941-01-03,MT,2
O000029,James O’Connor,1878-05-07,rep,1941-01-03,1943-01-03,MT,2
O000029,James O’Connor,1878-05-07,rep,1943-01-06,1945-01-03,MT,2
O000029,James O’Connor,1878-05-07,rep,1945-01-03,1947-01-03,MT,2
O000089,Emmet O’Neal,1887-04-14,rep,1935-01-03,1937-01-03,KY,3
O000089,Emmet O’Neal,1887-04-14,rep,1937-01-05,1939-01-03,KY,3
O000089,Emmet O’Neal,1887-04-14,rep,1939-01-03,1941-01-03,KY,3
O000089,Emmet O’Neal,1887-04-14,rep,1941-01-03,1943-01-03,KY,3
O000089,Emmet O’Neal,1887-04-14,rep,1943-01-06,1945-01-03,KY,3
O000089,Emmet O’Neal,1887-04-14,rep,1945-01-03,1947-01-03,KY,3
O000137,George Outland,1906-10-08,rep,1943-01-06,1945-01-03,CA,11
O000137,George Outland,1906-10-08,rep,1945-01-03,1947-01-03,CA,11
O000146,John Overton,1875-09-17,rep,1931-12-07,1933-03-03,LA,8
O000146,John Overton,1875-09-17,sen,1933-03-09,1939-01-03,LA,3
O000146,John Overton,1875-09-17,sen,1939-01-03,1945-01-03,LA,3
O000146,John Overton,1875-09-17,sen,1945-01-03,1948-05-14,LA,3
P000105,Luther Patrick,1894-01-23,rep,1937-01-05,1939-01-03,AL,9
P000105,Luther Patrick,1894-01-23,rep,1939-01-03,1941-01-03,AL,9
P000105,Luther Patrick,1894-01-23,rep,1941-01-03,1943-01-03,AL,9
P000105,Luther Patrick,1894-01-23,rep,1945-01-03,1947-01-03,AL,9
P000113,Ellis Patterson,1897-11-28,rep,1945-01-03,1947-01-03,CA,16
P000260,Hugh Peterson,1898-08-21,rep,1935-01-03,1937-01-03,GA,1
P000260,Hugh Peterson,1898-08-21,rep,1937-01-05,1939-01-03,GA,1
P000260,Hugh Peterson,1898-08-21,rep,1939-01-03,1941-01-03,GA,1
P000260,Hugh Peterson,1898-08-21,rep,1941-01-03,1943-01-03,GA,1
P000260,Hugh Peterson,1898-08-21,rep,1943-01-06,1945-01-03,GA,1
P000260,Hugh Peterson,1898-08-21,rep,1945-01-03,1947-01-03,GA,1
P000371,William Pittenger,1885-12-29,rep,1929-04-15,1931-03-03,MN,8
P000371,William Pittenger,1885-12-29,rep,1931-12-07,1933-03-03,MN,8
P000371,William Pittenger,1885-12-29,rep,1935-01-03,1937-01-03,MN,8
P000371,William Pittenger,1885-12-29,rep,1939-01-03,1941-01-03,MN,8
P000371,William Pittenger,1885-12-29,rep,1941-01-03,1943-01-03,MN,8
P000371,William Pittenger,1885-12-29,rep,1943-01-06,1945-01-03,MN,8
P000371,William Pittenger,1885-12-29,rep,1945-01-03,1947-01-03,MN,8
P000361,Jesús Piñero,1897-04-16,rep,1945-01-03,1947-01-03,PR,0
P000488,David Powers,1896-07-29,rep,1933-03-09,1935-01-03,NJ,4
P000488,David Powers,1896-07-29,rep,1935-01-03,1937-01-03,NJ,4
P000488,David Powers,1896-07-29,rep,1937-01-05,1939-01-03,NJ,4
